gt_idx,pred_idx,match_reason,iou,intersection_over_gt,center_distance,gt_text,pred_text,gt_points,pred_points,gt_text_norm,pred_text_norm,gt_len_chars,pred_len_chars,lev_sim,cer_sim,word_sim,chrf,end2end_lev,end2end_chrf,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2,file,gt_json_path,pred_json_path
3,6,iou,0.19894864536999596,0.2093617021276596,33.24154027718932,HUH?! WHAT'RE YOUTALKING ABOUT?,Oh yeah?,"[[20, 261], [161, 261], [161, 361], [20, 361]]","[[94, 243], [135, 243], [135, 333], [94, 333]]",huh?! what're youtalking about?,oh yeah?,31,8,0.16129032258064513,0.16129032258064513,0.16129032258064513,0.0563343717549325,0.03208849118870902,0.011207646948413582,20.0,261.0,161.0,361.0,94.0,243.0,135.0,333.0,pg_29.json,outputs\en\json\pg_29.json,outputs\jap\translation_best\pg_29.json
4,4,iou,0.2501355564592653,0.2564450003474394,68.8712567040852,YOU'RE PUTTING YOUR LIFE ON THE LINE BY POINTING THATAT ME.,Put your life on the line.,"[[273, 280], [390, 280], [390, 526], [273, 526]]","[[267, 404], [334, 404], [334, 525], [267, 525]]",you're putting your life on the line by pointing thatat me.,put your life on the line.,59,26,0.44067796610169496,0.44067796610169496,0.44067796610169496,0.38467242165354665,0.1102292282701847,0.09622025024484301,273.0,280.0,390.0,526.0,267.0,404.0,334.0,525.0,pg_29.json,outputs\en\json\pg_29.json,outputs\jap\translation_best\pg_29.json
5,2,center_fallback,0.0,0.0,188.01063799689632,IS,"I'm going to throw my head, haha.","[[603, 388], [717, 388], [717, 531], [603, 531]]","[[422, 385], [522, 385], [522, 530], [422, 530]]",is,"i'm going to throw my head, haha.",2,33,0.030303030303030276,0.030303030303030276,0.030303030303030276,0.07142857142857142,0.0,0.0,603.0,388.0,717.0,531.0,422.0,385.0,522.0,530.0,pg_29.json,outputs\en\json\pg_29.json,outputs\jap\translation_best\pg_29.json
6,2,iou,0.2363715364818343,0.3144368858654573,72.01562330494683,..ORILL BLOW YOUR HEAD OFF! HA HA HA HA!!,"I'm going to throw my head, haha.","[[454, 426], [607, 426], [607, 573], [454, 573]]","[[422, 385], [522, 385], [522, 530], [422, 530]]",..orill blow your head off! ha ha ha ha!!,"i'm going to throw my head, haha.",41,33,0.29268292682926833,0.29268292682926833,0.29268292682926833,0.16092386761051838,0.06918191311663444,0.038037821843697514,454.0,426.0,607.0,573.0,422.0,385.0,522.0,530.0,pg_29.json,outputs\en\json\pg_29.json,outputs\jap\translation_best\pg_29.json
7,1,iou,0.15352738600477273,0.2041033434650456,128.45329890664544,I'M SAYING IT'S NOT SAFE TOPOINT GUNS.,"I said, ""You've got to be kidding me. ""","[[654, 647], [878, 647], [878, 882], [654, 882]]","[[585, 600], [722, 600], [722, 805], [585, 805]]",i'm saying it's not safe topoint guns.,"i said, ""you've got to be kidding me. """,38,39,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.13747092797905855,0.051175795334924244,0.021105552224275233,654.0,647.0,878.0,882.0,585.0,600.0,722.0,805.0,pg_29.json,outputs\en\json\pg_29.json,outputs\jap\translation_best\pg_29.json
0,8,iou,0.13660600098376782,0.13660600098376782,122.53978945632312,AG,Uh-huh.,"[[224, 0], [699, 0], [699, 214], [224, 214]]","[[286, 0], [417, 0], [417, 106], [286, 106]]",ag,uh-huh.,2,7,0.0,0.0,0.0,0.0,0.0,0.0,224.0,0.0,699.0,214.0,286.0,0.0,417.0,106.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
1,3,iou,0.24949419657118518,0.42771084337349397,93.64961291964852,I'VE HADIT WITHYOU GUNS!! NOW YOU'lL HAVETO TAKEME SERIOUSLY!!,I’m not going to play half it’s already done!,"[[708, 25], [874, 25], [874, 355], [708, 355]]","[[803, 12], [963, 12], [963, 403], [803, 403]]",i've hadit withyou guns!! now you'll haveto takeme seriously!!,i'm not going to play half it's already done!,62,45,0.25806451612903225,0.25806451612903225,0.25806451612903225,0.1256297230130153,0.06438559911514456,0.03134388680859279,708.0,25.0,874.0,355.0,803.0,12.0,963.0,403.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
2,7,iou,0.6612198365950979,0.7741935483870968,12.083045973594572,THIS 1S HOW TOUGH AM!!!,Show me the evidence.,"[[4, 30], [190, 30], [190, 320], [4, 320]]","[[36, 3], [180, 3], [180, 357], [36, 357]]",this 1s how tough am!!!,show me the evidence.,23,21,0.17391304347826086,0.17391304347826086,0.17391304347826086,0.13876518692460693,0.1149947541904518,0.0917542942233768,4.0,30.0,190.0,320.0,36.0,3.0,180.0,357.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
3,7,center_fallback,0.056081573197378005,0.07025547445255474,316.83789230456637,MA,Show me the evidence.,"[[0, 280], [384, 280], [384, 691], [0, 691]]","[[36, 3], [180, 3], [180, 357], [36, 357]]",ma,show me the evidence.,2,21,0.04761904761904767,0.04761904761904767,0.04761904761904767,0.09615384615384617,0.002670551104637051,0.0053924589612863475,0.0,280.0,384.0,691.0,36.0,3.0,180.0,357.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
4,10,center_fallback,0.0,0.0,234.50906165860627,ANISIOR,respected,"[[345, 301], [516, 301], [516, 463], [345, 463]]","[[571, 555], [587, 555], [587, 572], [571, 572]]",anisior,respected,7,9,0.0,0.0,0.0,0.04504504504504505,0.0,0.0,345.0,301.0,516.0,463.0,571.0,555.0,587.0,572.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
5,11,iou,0.37969145751784483,0.43212788259958074,41.43669871020132,VILLAGER BOY MONKEYD. LUFFY,The boy with the marks.,"[[658, 554], [802, 554], [802, 660], [658, 660]]","[[705, 587], [833, 587], [833, 655], [705, 655]]",villager boy monkeyd. luffy,the boy with the marks.,27,23,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.10279890454890969,0.08437587944840996,0.03903186589941333,658.0,554.0,802.0,660.0,705.0,587.0,833.0,655.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
6,13,center_fallback,0.0,0.0,113.18679251573481,HAHA HA! GETIT OVER WITH!,Rufi is a very good person.,"[[806, 758], [892, 758], [892, 880], [806, 880]]","[[756, 688], [861, 691], [860, 739], [755, 736]]",haha ha! getit over with!,rufi is a very good person.,25,27,0.14814814814814814,0.14814814814814814,0.14814814814814814,0.09593695856386471,0.0,0.0,806.0,758.0,892.0,880.0,755.0,688.0,861.0,739.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
7,4,center_fallback,0.0645682001614205,0.1391304347826087,106.50117370245269,WHAT'S THAT PUP UPTO NOW?,There's a lot of interesting work going on again.,"[[492, 764], [607, 764], [607, 869], [492, 869]]","[[551, 839], [675, 839], [675, 965], [551, 965]]",what's that pup upto now?,there's a lot of interesting work going on again.,25,49,0.22448979591836737,0.22448979591836737,0.22448979591836737,0.1213920694337407,0.014494902077053583,0.007838067437206823,492.0,764.0,607.0,869.0,551.0,839.0,675.0,965.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
8,1,center_fallback,0.002390035390908673,0.006203029941548372,111.8000447227102,WHAT- EVER IT I5..,I don't know what you're talking about.,"[[817, 917], [900, 917], [900, 1018], [817, 1018]]","[[899, 832], [997, 832], [997, 969], [899, 969]]",what- ever it i5..,i don't know what you're talking about.,18,39,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.1488331846696501,0.0005515466286712321,0.0003557165787021099,817.0,917.0,900.0,1018.0,899.0,832.0,997.0,969.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
9,2,center_fallback,0.0,0.0,156.56468311851177,HUH!?,What a.,"[[720, 1160], [804, 1160], [804, 1221], [720, 1221]]","[[822, 1270], [875, 1270], [875, 1372], [822, 1372]]",huh!?,what a.,5,7,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.03846153846153846,0.0,0.0,720.0,1160.0,804.0,1221.0,822.0,1270.0,875.0,1372.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
10,6,center_fallback,0.07998095691502023,0.15057511327988846,125.14891130169691,YOUIDIOT! WHAT'DYOU DO THAT FOR!?,"What the fuck are you, stupid bastard!","[[171, 1210], [322, 1210], [322, 1343], [171, 1343]]","[[214, 1315], [339, 1315], [339, 1481], [214, 1481]]",youidiot! what'dyou do that for!?,"what the fuck are you, stupid bastard!",33,38,0.1578947368421053,0.1578947368421053,0.1578947368421053,0.17215636977532697,0.012628572144476883,0.013769231193646718,171.0,1210.0,322.0,1343.0,214.0,1315.0,339.0,1481.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
11,6,center_fallback,0.0,0.0,230.70543990118657,AARGH!!!!,"What the fuck are you, stupid bastard!","[[418, 1243], [535, 1243], [535, 1323], [418, 1323]]","[[214, 1315], [339, 1315], [339, 1481], [214, 1481]]",aargh!!!!,"what the fuck are you, stupid bastard!",9,38,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.0745221085779721,0.0,0.0,418.0,1243.0,535.0,1323.0,214.0,1315.0,339.0,1481.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
12,6,center_fallback,0.03168529921683506,0.07701249636733508,134.41726079637243,H98,"What the fuck are you, stupid bastard!","[[319, 1244], [430, 1244], [430, 1368], [319, 1368]]","[[214, 1315], [339, 1315], [339, 1481], [214, 1481]]",h98,"what the fuck are you, stupid bastard!",3,38,0.02631578947368418,0.02631578947368418,0.02631578947368418,0.03787878787878787,0.0008338236636009216,0.0012002007279104186,319.0,1244.0,430.0,1368.0,214.0,1315.0,339.0,1481.0,pg_3.json,outputs\en\json\pg_3.json,outputs\jap\translation_best\pg_3.json
0,4,iou,0.3391522687869911,0.4052142857142857,43.142206712220926,STOP WHINING LAND- LUBBERS!,It's a bit of a shock.,"[[166, 700], [291, 700], [291, 812], [166, 812]]","[[157, 673], [227, 673], [227, 793], [157, 793]]",stop whining land- lubbers!,it's a bit of a shock.,27,22,0.18518518518518523,0.18518518518518523,0.18518518518518523,0.07408801874163319,0.06280597570129466,0.025127119646158016,166.0,700.0,291.0,812.0,157.0,673.0,227.0,793.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
1,5,iou,0.575662368112544,0.6724364592462752,32.09750769140807,YOU'RE NOT DEALING WITH SAINTS HERE.,You think you're dealing with a saint?,"[[17, 701], [129, 701], [129, 864], [17, 864]]","[[24, 668], [117, 668], [117, 833], [24, 833]]",you're not dealing with saints here.,you think you're dealing with a saint?,36,38,0.4736842105263158,0.4736842105263158,0.4736842105263158,0.5177058371035503,0.2726821743690998,0.29802376817271675,17.0,701.0,129.0,864.0,24.0,668.0,117.0,833.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
2,0,center_fallback,0.0,0.0,96.38594295850407,NOW,but for the sake of it.,"[[799, 709], [885, 709], [885, 749], [799, 749]]","[[713, 651], [791, 651], [791, 876], [713, 876]]",now,but for the sake of it.,3,23,0.04347826086956519,0.04347826086956519,0.04347826086956519,0.05555555555555555,0.0,0.0,799.0,709.0,885.0,749.0,713.0,651.0,791.0,876.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
3,2,iou,0.28525179856115107,0.47973381730187536,61.173932356846244,THAT WASN'T FAIR!,What a mess they are.,"[[477, 734], [591, 734], [591, 879], [477, 879]]","[[442, 664], [538, 664], [538, 864], [442, 864]]",that wasn't fair!,what a mess they are.,17,21,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.14456342494337376,0.09508393285371704,0.04123697697125733,477.0,734.0,591.0,879.0,442.0,664.0,538.0,864.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
4,3,iou,0.20265379975874548,0.42857142857142855,46.048887065813005,FAIR?!,The foolish?,"[[341, 740], [439, 740], [439, 784], [341, 784]]","[[328, 671], [383, 671], [383, 792], [328, 792]]",fair?!,the foolish?,6,12,0.16666666666666663,0.16666666666666663,0.16666666666666663,0.07142857142857142,0.03377563329312424,0.014475271411338963,341.0,740.0,439.0,784.0,328.0,671.0,383.0,792.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
5,0,center_fallback,0.03761755485893417,0.11320754716981132,82.1112050818888,YOUV GONE,but for the sake of it.,"[[779, 743], [885, 743], [885, 821], [779, 821]]","[[713, 651], [791, 651], [791, 876], [713, 876]]",youv gone,but for the sake of it.,9,23,0.13043478260869568,0.13043478260869568,0.13043478260869568,0.06666666666666667,0.004906637590295762,0.0025078369905956114,779.0,743.0,885.0,821.0,713.0,651.0,791.0,876.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
6,1,iou,0.11986026801053716,0.18762886597938144,71.4177848998413,WHAT'VE yOu DONE?!,"Oh, my God.","[[587, 760], [684, 760], [684, 875], [587, 875]]","[[560, 683], [610, 683], [610, 851], [560, 851]]",what've you done?!,"oh, my god.",18,11,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.05707762557077625,0.0266356151134527,0.00684133949831833,587.0,760.0,684.0,875.0,560.0,683.0,610.0,851.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
7,0,center_fallback,0.0,0.0,125.55178214585406,AND DONE,but for the sake of it.,"[[801, 814], [885, 814], [885, 886], [801, 886]]","[[713, 651], [791, 651], [791, 876], [713, 876]]",and done,but for the sake of it.,8,23,0.13043478260869568,0.13043478260869568,0.13043478260869568,0.05434782608695652,0.0,0.0,801.0,814.0,885.0,886.0,713.0,651.0,791.0,876.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
8,0,center_fallback,0.0,0.0,169.2106675124237,IT!,but for the sake of it.,"[[823, 880], [881, 880], [881, 920], [823, 920]]","[[713, 651], [791, 651], [791, 876], [713, 876]]",it!,but for the sake of it.,3,23,0.08695652173913049,0.08695652173913049,0.08695652173913049,0.17895771878072764,0.0,0.0,823.0,880.0,881.0,920.0,713.0,651.0,791.0,876.0,pg_30.json,outputs\en\json\pg_30.json,outputs\jap\translation_best\pg_30.json
0,8,iou,0.3729259123159115,0.45713790713790714,61.832434854209,AND WE DONT PLAYBY THE RULES!,They are pirates.,"[[11, 2], [141, 2], [141, 224], [11, 224]]","[[0, 57], [90, 57], [90, 276], [0, 276]]",and we dont playby the rules!,they are pirates.,29,17,0.24137931034482762,0.24137931034482762,0.24137931034482762,0.12192962501486396,0.09001659952453038,0.045470716647005124,11.0,2.0,141.0,224.0,0.0,57.0,90.0,276.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
1,0,iou,0.1112129320772699,0.22834349364040038,98.16440291673963,WE'RE PIRATES!,What is before your eyes is the rejuvenation.,"[[762, 65], [891, 65], [891, 168], [762, 168]]","[[674, 94], [803, 94], [803, 226], [674, 226]]",we're pirates!,what is before your eyes is the rejuvenation.,14,45,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.12201990220141941,0.022242586415453975,0.013570191095601572,762.0,65.0,891.0,168.0,674.0,94.0,803.0,226.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
2,2,iou,0.22412848435038696,0.32922535211267606,81.46471628870992,THIS WAS NONE OF YOUR BUSINESS!,"Shut the fuck up, man. I ain't got nothing to do with you.","[[725, 402], [867, 402], [867, 542], [725, 542]]","[[651, 423], [780, 423], [780, 546], [651, 546]]",this was none of your business!,"shut the fuck up, man. i ain't got nothing to do with you.",31,58,0.2068965517241379,0.2068965517241379,0.2068965517241379,0.14639141104868789,0.046371410555252464,0.032810485080256906,725.0,402.0,867.0,542.0,651.0,423.0,780.0,546.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
3,6,iou,0.6491359879789632,0.6520754716981132,27.202941017470888,YOU CAN EVEN SPIT ON ME. I'LL JUST LAUGH THAT STUFF OFF.,"I don't care if you spit on me or not, but most of the things I laugh at and stare at.","[[6, 409], [206, 409], [206, 568], [6, 568]]","[[8, 424], [152, 424], [152, 569], [8, 569]]",you can even spit on me. i'll just laugh that stuff off.,"i don't care if you spit on me or not, but most of the things i laugh at and stare at.",56,86,0.39534883720930236,0.39534883720930236,0.39534883720930236,0.2952607036768003,0.25663515803819476,0.19166434859260364,6.0,409.0,206.0,568.0,8.0,424.0,152.0,569.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
4,3,center_fallback,0.07782774126599792,0.15789473684210525,70.51595564125896,LISTEN UP...,Look at the people who are robbers.,"[[563, 438], [658, 438], [658, 498], [563, 498]]","[[502, 422], [578, 422], [578, 511], [502, 511]]",listen up...,look at the people who are robbers.,12,35,0.1428571428571429,0.1428571428571429,0.1428571428571429,0.0684931506849315,0.011118248752285422,0.005330667209999858,563.0,438.0,658.0,498.0,502.0,422.0,578.0,511.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
5,4,iou,0.12639766650461837,0.16806722689075632,72.56721022610694,"YOU CAN POUR DRINKS ONME, YOUCAN THROW FOODAT ME...","I’m going to drink and eat, but I’m going to drink and eat.","[[553, 551], [670, 551], [670, 789], [553, 789]]","[[502, 565], [579, 565], [579, 745], [502, 745]]","you can pour drinks onme, youcan throw foodat me...","i'm going to drink and eat, but i'm going to drink and eat.",51,59,0.3220338983050848,0.3220338983050848,0.3220338983050848,0.15440658195832616,0.040704333281148294,0.019516631652486533,553.0,551.0,670.0,789.0,502.0,565.0,579.0,745.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
6,5,iou,0.23697916666666666,0.48148148148148145,25.83118270617898,BUT...,But it is!,"[[39, 689], [120, 689], [120, 724], [39, 724]]","[[41, 634], [80, 634], [80, 744], [41, 744]]",but...,but it is!,6,10,0.30000000000000004,0.30000000000000004,0.30000000000000004,0.17780076526072253,0.07109375000000001,0.04213507718418164,39.0,689.0,120.0,724.0,41.0,634.0,80.0,744.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
7,7,iou,0.490403713298791,0.6124839905628581,87.98011138888153,NOBODY HURTS AFRIEND OF MINE!!!!,I will not forgive those who hurt my friends.,"[[20, 953], [235, 953], [235, 1298], [20, 1298]]","[[5, 878], [201, 878], [201, 1204], [5, 1204]]",nobody hurts afriend of mine!!!!,i will not forgive those who hurt my friends.,32,45,0.19999999999999996,0.19999999999999996,0.19999999999999996,0.24443584236896496,0.09808074265975818,0.11987224476105836,20.0,953.0,235.0,1298.0,5.0,878.0,201.0,1204.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
8,1,iou,0.15024023396699393,0.27863009452967613,138.3699750668475,G0OD REASON OR NOT..,"Whatever the reason, it's not a good idea.","[[729, 1011], [891, 1011], [891, 1250], [729, 1250]]","[[656, 860], [791, 860], [791, 1185], [656, 1185]]",g0od reason or not..,"whatever the reason, it's not a good idea.",20,42,0.30952380952380953,0.30952380952380953,0.30952380952380953,0.2935503277502093,0.04650292956121241,0.04410306992227919,729.0,1011.0,891.0,1250.0,656.0,860.0,791.0,1185.0,pg_31.json,outputs\en\json\pg_31.json,outputs\jap\translation_best\pg_31.json
0,4,center_fallback,0.04119718309859155,0.06439185470555861,65.10376333208396,FRIEND?!,Ninja.,"[[329, 276], [408, 276], [408, 322], [329, 322]]","[[318, 304], [342, 304], [342, 399], [318, 399]]",friend?!,ninja.,8,6,0.25,0.25,0.25,0.043859649122807015,0.010299295774647887,0.0018068939955522608,329.0,276.0,408.0,322.0,318.0,304.0,342.0,399.0,pg_32.json,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
1,2,center_fallback,0.05788128577085058,0.06825127334465195,107.43486398744125,YOU PIRATES SPEND YOURTIME FLOATING AROUND IN YOURLITTLE SHIPS. ANDYOU THINK YOU CAN STAND UPTO MOUNTAIN BANDITS? DONTMAKE MELAUGH!,The sea is full of pirates floating around.,"[[736, 462], [860, 462], [860, 842], [736, 842]]","[[673, 515], [760, 515], [760, 649], [673, 649]]",you pirates spend yourtime floating around in yourlittle ships. andyou think you can stand upto mountain bandits? dontmake melaugh!,the sea is full of pirates floating around.,131,43,0.1984732824427481,0.1984732824427481,0.1984732824427481,0.19504428604377522,0.011487888778947443,0.011289414058471278,736.0,462.0,860.0,842.0,673.0,515.0,760.0,649.0,pg_32.json,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
2,8,iou,0.5201946927505031,0.5449063633689577,22.638462845343543,ARRRRGHH!,Oh yeah yeah!,"[[71, 466], [288, 466], [288, 560], [71, 560]]","[[54, 496], [266, 496], [266, 553], [54, 553]]",arrrrghh!,oh yeah yeah!,9,13,0.23076923076923073,0.23076923076923073,0.23076923076923073,0.09076466298572768,0.12004492909626993,0.04721529597446357,71.0,466.0,288.0,560.0,54.0,496.0,266.0,553.0,pg_32.json,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
3,3,iou,0.24737167594310452,0.5644023382382584,81.891696770796,A THEM!,You're a bastard and you're a fucking asshole.,"[[377, 517], [498, 517], [498, 640], [377, 640]]","[[338, 528], [452, 528], [452, 769], [338, 769]]",a them!,you're a bastard and you're a fucking asshole.,7,46,0.08695652173913049,0.08695652173913049,0.08695652173913049,0.052910052910052914,0.02151058051679171,0.013088448462598124,377.0,517.0,498.0,640.0,338.0,528.0,452.0,769.0,pg_32.json,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
4,6,center_fallback,0.0,0.0,96.65660867214409,CAP'N.,and,"[[102, 1287], [219, 1287], [219, 1348], [102, 1348]]","[[133, 1189], [177, 1189], [177, 1253], [133, 1253]]",cap'n.,and,6,3,0.33333333333333337,0.33333333333333337,0.33333333333333337,0.12345679012345678,0.0,0.0,102.0,1287.0,219.0,1348.0,133.0,1189.0,177.0,1253.0,pg_32.json,outputs\en\json\pg_32.json,outputs\jap\translation_best\pg_32.json
0,0,center_fallback,0.0,0.0,264.18554086096384,NEXT,The story is told through the eyes of a young boy.,"[[423, 618], [481, 618], [481, 649], [423, 649]]","[[685, 493], [745, 493], [745, 724], [685, 724]]",next,the story is told through the eyes of a young boy.,4,50,0.040000000000000036,0.040000000000000036,0.040000000000000036,0.06696428571428571,0.0,0.0,423.0,618.0,481.0,649.0,685.0,493.0,745.0,724.0,pg_33.json,outputs\en\json\pg_33.json,outputs\jap\translation_best\pg_33.json
1,1,center_fallback,0.0,0.0,589.132412959939,WUMV,That's all you need to know.,"[[2, 1096], [466, 1096], [466, 1337], [2, 1337]]","[[20, 560], [76, 560], [76, 755], [20, 755]]",wumv,that's all you need to know.,4,28,0.0357142857142857,0.0357142857142857,0.0357142857142857,0.0641025641025641,0.0,0.0,2.0,1096.0,466.0,1337.0,20.0,560.0,76.0,755.0,pg_33.json,outputs\en\json\pg_33.json,outputs\jap\translation_best\pg_33.json
0,7,center_fallback,0.0,0.0,155.90542004689894,FSST,Don't be so proud of yourself as a bandit.,"[[139, 10], [252, 10], [252, 116], [139, 116]]","[[23, 31], [117, 31], [117, 280], [23, 280]]",fsst,don't be so proud of yourself as a bandit.,4,42,0.09523809523809523,0.09523809523809523,0.09523809523809523,0.1,0.0,0.0,139.0,10.0,252.0,116.0,23.0,31.0,117.0,280.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
1,7,iou,0.5370054570259208,0.616001564945227,31.51586901863885,YOUWERE SAYING SOMETHING ABOUT MOUNTAIN BANDITS AND PIRATES?,Don't be so proud of yourself as a bandit.,"[[0, 16], [142, 16], [142, 232], [0, 232]]","[[23, 31], [117, 31], [117, 280], [23, 280]]",youwere saying something about mountain bandits and pirates?,don't be so proud of yourself as a bandit.,60,42,0.2833333333333333,0.2833333333333333,0.2833333333333333,0.17258486074016285,0.15215154615734425,0.09267901201752606,0.0,16.0,142.0,232.0,23.0,31.0,117.0,280.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
2,1,center_fallback,0.0,0.0,244.36141266574802,KLZK,"One way or another, I'm going to be a little bit more upset.","[[527, 136], [763, 136], [763, 259], [527, 259]]","[[697, 340], [786, 340], [786, 504], [697, 504]]",klzk,"one way or another, i'm going to be a little bit more upset.",4,60,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.01953125,0.0,0.0,527.0,136.0,763.0,259.0,697.0,340.0,786.0,504.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
3,4,iou,0.2824207492795389,0.2996941896024465,19.00657780874821,YOU BETTER BRINGA BATTLESHIP.,"At the same time, the military ship.","[[306, 352], [456, 352], [456, 461], [306, 461]]","[[367, 363], [417, 363], [417, 481], [367, 481]]",you better bringa battleship.,"at the same time, the military ship.",29,36,0.2777777777777778,0.2777777777777778,0.2777777777777778,0.21181862810546265,0.07845020813320526,0.059821975660908765,306.0,352.0,456.0,461.0,367.0,363.0,417.0,481.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
4,1,iou,0.13279466010890567,0.27,67.56663377733125,IFYOU WANNA FIGHT US...,"One way or another, I'm going to be a little bit more upset.","[[759, 363], [859, 363], [859, 475], [759, 475]]","[[697, 340], [786, 340], [786, 504], [697, 504]]",ifyou wanna fight us...,"one way or another, i'm going to be a little bit more upset.",23,60,0.21666666666666667,0.21666666666666667,0.21666666666666667,0.1179850638051044,0.028772176356929562,0.01566778644592639,759.0,363.0,859.0,475.0,697.0,340.0,786.0,504.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
5,9,iou,0.32837864267553296,0.5476190476190477,14.534441853748634,"WOW, HE'S TRONG!",continue.,"[[0, 422], [84, 422], [84, 495], [0, 495]]","[[8, 387], [54, 387], [54, 549], [8, 549]]","wow, he's trong!",continue.,16,9,0.125,0.125,0.125,0.06517341040462428,0.04104733033444162,0.021401556047205977,0.0,422.0,84.0,495.0,8.0,387.0,54.0,549.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
6,1,center_fallback,0.0,0.0,153.13800965142522,8A,"One way or another, I'm going to be a little bit more upset.","[[611, 512], [650, 512], [650, 543], [611, 543]]","[[697, 340], [786, 340], [786, 504], [697, 504]]",8a,"one way or another, i'm going to be a little bit more upset.",2,60,0.01666666666666672,0.01666666666666672,0.01666666666666672,0.04464285714285714,0.0,0.0,611.0,512.0,650.0,543.0,697.0,340.0,786.0,504.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
7,0,center_fallback,0.0,0.0,122.03790394791284,BUT...,And then there's the story.,"[[788, 1087], [877, 1087], [877, 1130], [788, 1130]]","[[706, 1000], [757, 1000], [757, 1080], [706, 1080]]",but...,and then there's the story.,6,27,0.07407407407407407,0.07407407407407407,0.07407407407407407,0.035460992907801414,0.0,0.0,788.0,1087.0,877.0,1130.0,706.0,1000.0,757.0,1080.0,pg_34.json,outputs\en\json\pg_34.json,outputs\jap\translation_best\pg_34.json
